name,category,total_calls,total_duration,avg_duration,max_duration,pct_business_hours,pct_late_night,avg_hour,first_call,last_call,days_active,is_one_off,calls_per_month,is_active,predicted_category
Faul,Unknown,1,230,230.0,230,1.0,0.0,11.0,2022-01-20,2022-01-20,0,True,1.0,False,Service Provider
Faure,Unknown,5,315,70.0,91,1.0,0.0,14.4,2022-07-20,2022-07-20,0,False,5.0,False,Supplier
Faurie,Unknown,4,141,25.0,74,1.0,0.0,12.5,2023-06-12,2024-02-21,254,False,0.4225352112676056,False,Supplier
Faye,Unknown,95,11344,43.0,1901,0.5368421052631579,0.0421052631578947,15.48421052631579,2022-01-20,2024-07-12,904,False,3.051391862955032,True,Family
Feldman,Unknown,1,108,108.0,108,0.0,0.0,17.0,2024-04-26,2024-04-26,0,True,1.0,False,Service Provider
Felix,Unknown,4,441,79.0,272,1.0,0.0,12.25,2022-07-21,2022-11-09,111,False,0.851063829787234,False,Supplier
Feni,Unknown,3,325,118.0,141,1.0,0.0,13.0,2022-01-20,2022-01-20,0,False,3.0,False,Supplier
Fenwick,Unknown,1,46,46.0,46,0.0,0.0,10.0,2024-04-27,2024-04-27,0,True,1.0,False,Service Provider
Ferns,Unknown,1,66,66.0,66,1.0,0.0,10.0,2022-07-21,2022-07-21,0,True,1.0,False,Service Provider
Ferris,Unknown,2,108,54.0,56,0.5,0.0,14.5,2023-06-12,2023-07-06,24,False,1.1111111111111112,False,Supplier
Fester,Unknown,4,463,122.5,154,0.0,0.5,19.5,2023-06-12,2024-04-28,321,False,0.3418803418803419,False,Service Provider
Fick,Unknown,2,8,4.0,5,1.0,0.0,13.0,2022-01-20,2022-01-20,0,False,2.0,False,Supplier
Fidel Laptops,Supplier,261,7798,23.0,165,0.8045977011494253,0.0,13.233716475095786,2022-01-03,2024-09-30,1001,False,7.594568380213385,True,Supplier
Field,Unknown,2,158,79.0,129,1.0,0.0,11.0,2022-07-21,2022-07-21,0,False,2.0,False,Service Provider
Fillies,Unknown,1,30,30.0,30,0.0,0.0,14.0,2024-04-27,2024-04-27,0,True,1.0,False,Supplier
Fillis,Unknown,1,4,4.0,4,1.0,0.0,9.0,2023-06-13,2023-06-13,0,True,1.0,False,Service Provider
Finca,Unknown,2,3032,1516.0,2920,0.5,0.0,10.5,2022-07-21,2024-01-07,535,False,0.1061946902654867,False,Service Provider
Finch,Unknown,3,936,220.0,532,0.6666666666666666,0.0,12.666666666666666,2022-07-23,2023-01-31,192,False,0.4054054054054054,False,Service Provider
Fincham,Unknown,1,26,26.0,26,0.0,0.0,14.0,2024-04-27,2024-04-27,0,True,1.0,False,Supplier
Findlay,Unknown,1,18,18.0,18,0.0,0.0,18.0,2024-04-27,2024-04-27,0,True,1.0,False,Supplier
Finger,Unknown,1,12,12.0,12,1.0,0.0,13.0,2023-06-13,2023-06-13,0,True,1.0,False,Supplier
Finlay,Unknown,2,116,58.0,114,1.0,0.0,15.0,2023-06-13,2023-06-13,0,False,2.0,False,Supplier
Fischer,Unknown,2,2256,1128.0,1438,1.0,0.0,11.0,2024-05-02,2024-05-02,0,False,2.0,False,Service Provider
Fish,Unknown,1,42,42.0,42,1.0,0.0,14.0,2022-01-20,2022-01-20,0,True,1.0,False,Important Contacts
Fisher,Unknown,1,134,134.0,134,0.0,0.0,7.0,2023-06-14,2023-06-14,0,True,1.0,False,Service Provider
Fivaz,Unknown,6,564,59.0,240,0.5,0.0,15.166666666666666,2022-07-24,2024-10-01,800,False,0.216867469879518,True,Supplier
Fleming,Unknown,2,93,46.5,86,1.0,0.0,11.0,2024-05-03,2024-05-03,0,False,2.0,False,Service Provider
Floris,Unknown,10,935,65.5,426,0.8,0.0,12.4,2023-06-14,2024-07-17,399,False,0.6993006993006993,True,Supplier
Flynn,Unknown,1,80,80.0,80,1.0,0.0,11.0,2022-07-25,2022-07-25,0,True,1.0,False,Service Provider
Foley,Unknown,1,9,9.0,9,1.0,0.0,11.0,2022-07-26,2022-07-26,0,True,1.0,False,Service Provider
Foord,Unknown,1,39,39.0,39,1.0,0.0,12.0,2022-07-26,2022-07-26,0,True,1.0,False,Service Provider
Forbes,Unknown,1,307,307.0,307,1.0,0.0,11.0,2023-06-14,2023-06-14,0,True,1.0,False,Service Provider
Ford,Unknown,70,2391,32.0,210,0.8285714285714286,0.0,11.928571428571429,2022-01-21,2024-10-02,985,False,2.068965517241379,True,Supplier
Forster,Unknown,4,1689,285.0,1118,1.0,0.0,12.5,2024-05-03,2024-06-06,34,False,1.875,True,Service Provider
Forsyth,Unknown,5,123,5.0,86,1.0,0.0,13.0,2024-05-03,2024-05-03,0,False,5.0,False,Supplier
Fortuin,Unknown,8,227,25.0,77,0.75,0.0,11.0,2024-04-05,2024-10-03,181,False,1.1374407582938388,True,Supplier
Fortune,Unknown,1,44,44.0,44,0.0,0.0,12.0,2024-05-04,2024-05-04,0,True,1.0,False,Service Provider
Foster,Unknown,1,2,2.0,2,1.0,0.0,11.0,2023-06-15,2023-06-15,0,True,1.0,False,Service Provider
Fouche,Unknown,3,13,3.0,7,0.3333333333333333,0.0,12.333333333333334,2023-06-19,2023-08-16,58,False,1.0227272727272727,False,Service Provider
Fouché,Unknown,2,93,46.5,90,0.5,0.0,9.5,2023-06-19,2023-06-21,2,False,1.875,False,Service Provider
Fourie,Unknown,3,12,4.0,4,0.3333333333333333,0.0,11.333333333333334,2023-06-19,2023-07-30,41,False,1.267605633802817,False,Service Provider
Fowler,Unknown,1,40,40.0,40,1.0,0.0,8.0,2023-06-20,2023-06-20,0,True,1.0,False,Service Provider
Frade,Unknown,1,18,18.0,18,0.0,0.0,17.0,2022-07-26,2022-07-26,0,True,1.0,False,Supplier
France,Unknown,3,23,8.0,10,1.0,0.0,11.0,2023-06-20,2023-06-26,6,False,2.5,False,Service Provider
Frances,Unknown,1,101,101.0,101,1.0,0.0,15.0,2024-06-04,2024-06-04,0,True,1.0,True,Supplier
Francis,Unknown,3,885,73.0,807,0.6666666666666666,0.3333333333333333,14.0,2024-06-06,2024-07-12,36,False,1.3636363636363635,True,Service Provider
Frank,Unknown,9,434,17.0,261,1.0,0.0,10.88888888888889,2022-07-27,2023-05-03,280,False,0.8709677419354839,False,Supplier
Franken,Unknown,9,365,27.0,102,1.0,0.0,11.0,2024-06-06,2024-06-26,20,False,5.4,True,Supplier
Franks,Unknown,1,12,12.0,12,1.0,0.0,12.0,2023-06-20,2023-06-20,0,True,1.0,False,Service Provider
Frans,Unknown,1,96,96.0,96,1.0,0.0,13.0,2022-07-28,2022-07-28,0,True,1.0,False,Supplier
Franse,Unknown,4,117,24.0,66,1.0,0.0,11.5,2023-06-20,2023-06-21,1,False,3.870967741935483,False,Service Provider
Frantz,Unknown,1,4,4.0,4,1.0,0.0,13.0,2023-06-21,2023-06-21,0,True,1.0,False,Supplier
Fraser,Unknown,1,4,4.0,4,1.0,0.0,14.0,2023-06-21,2023-06-21,0,True,1.0,False,Supplier
Freeman,Unknown,3,11,3.0,5,1.0,0.0,13.0,2024-06-06,2024-06-06,0,False,3.0,True,Supplier
Freese,Unknown,1,94,94.0,94,1.0,0.0,11.0,2023-06-23,2023-06-23,0,True,1.0,False,Service Provider
Freitas,Unknown,1,11,11.0,11,1.0,0.0,13.0,2024-06-06,2024-06-06,0,True,1.0,True,Supplier
French,Unknown,4,301,75.0,134,0.5,0.0,11.75,2023-06-24,2024-05-02,313,False,0.3498542274052478,False,Supplier
Frey,Unknown,86,3316,30.5,193,0.8023255813953488,0.0,12.767441860465116,2022-01-21,2024-10-02,985,False,2.541871921182266,True,Supplier
Friend,Unknown,3,1242,77.0,1151,0.3333333333333333,0.0,12.333333333333334,2023-06-24,2023-07-29,35,False,1.3846153846153844,False,Service Provider
Friend & Neighbour,Important Contacts,137,34282,49.0,3775,0.2773722627737226,0.0437956204379562,14.211678832116789,2022-02-13,2024-10-04,964,False,4.134808853118712,True,Important Contacts
Fritz,Unknown,1,179,179.0,179,1.0,0.0,16.0,2022-07-28,2022-07-28,0,True,1.0,False,Service Provider
Frost,Unknown,1,240,240.0,240,1.0,0.0,11.0,2022-07-29,2022-07-29,0,True,1.0,False,Service Provider
Fryer,Unknown,24,1411,30.0,397,0.5416666666666666,0.0,13.25,2022-07-29,2023-02-10,196,False,3.185840707964602,False,Supplier
Fuchs,Unknown,8,258,17.5,117,0.5,0.0,13.875,2022-07-29,2023-03-09,223,False,0.9486166007905138,False,Supplier
Fulani,Unknown,1,344,344.0,344,0.0,0.0,6.0,2023-06-25,2023-06-25,0,True,1.0,False,Service Provider
Fullard,Unknown,3,394,145.0,197,1.0,0.0,13.666666666666666,2024-02-28,2024-06-07,100,False,0.6923076923076922,True,Service Provider
Fuller,Unknown,3,847,364.0,431,0.0,0.0,7.666666666666667,2023-06-25,2023-06-25,0,False,3.0,False,Service Provider
Fynn,Unknown,42,1116,19.5,122,0.7380952380952381,0.0,13.80952380952381,2022-01-21,2023-08-09,565,False,2.1176470588235294,False,Supplier
GAME - Eastgate,Supplier,1,141,141.0,141,1.0,0.0,16.0,2023-06-01,2023-06-01,0,True,1.0,False,Supplier
GPJET,Supplier,83,12959,103.0,916,1.0,0.0,11.963855421686748,2023-01-17,2024-07-22,552,False,4.278350515463917,True,Supplier
Gaba,Unknown,29,1045,29.0,131,0.6551724137931034,0.0,13.482758620689657,2022-01-21,2024-07-03,894,False,0.9415584415584416,True,Supplier
Gabela,Unknown,2,2,1.0,1,1.0,0.0,9.0,2023-06-26,2023-06-26,0,False,2.0,False,Service Provider
Gabriel,Unknown,1,10,10.0,10,1.0,0.0,15.0,2024-06-07,2024-06-07,0,True,1.0,True,Supplier
Gabuza,Unknown,3,126,23.0,97,1.0,0.0,11.666666666666666,2023-06-26,2023-06-26,0,False,3.0,False,Service Provider
Galane,Unknown,2,80,40.0,67,1.0,0.0,13.5,2023-06-26,2023-06-27,1,False,1.9354838709677415,False,Supplier
Galant,Unknown,1,13,13.0,13,1.0,0.0,10.0,2023-06-27,2023-06-27,0,True,1.0,False,Service Provider
Gallant,Unknown,7,1070,4.0,790,0.1428571428571428,0.0,12.285714285714286,2024-06-08,2024-06-26,18,False,4.375,True,Service Provider
Gama,Unknown,2,98,49.0,55,0.5,0.0,13.0,2022-01-22,2022-01-25,3,False,1.818181818181818,False,Service Provider
Game Greenstone,Supplier,1,489,489.0,489,1.0,0.0,10.0,2022-04-22,2022-04-22,0,True,1.0,False,Supplier
Game JHB CBD,Supplier,1,239,239.0,239,1.0,0.0,15.0,2023-06-01,2023-06-01,0,True,1.0,False,Supplier
Game Online,Supplier,1,279,279.0,279,1.0,0.0,13.0,2024-06-10,2024-06-10,0,True,1.0,True,Supplier
Gamede,Unknown,1,13,13.0,13,1.0,0.0,15.0,2023-06-27,2023-06-27,0,True,1.0,False,Supplier
Gana,Unknown,16,165,5.5,49,0.875,0.0,13.4375,2022-01-22,2024-02-22,761,False,0.606826801517067,False,Supplier
Ganas,Unknown,1,2,2.0,2,0.0,1.0,21.0,2022-07-29,2022-07-29,0,True,1.0,False,Important Contacts
Ganesan,Unknown,2,11,5.5,7,0.0,0.0,16.0,2024-06-08,2024-06-08,0,False,2.0,True,Service Provider
Ganesh,Unknown,1,5,5.0,5,1.0,0.0,15.0,2023-06-27,2023-06-27,0,True,1.0,False,Supplier
Gani,Unknown,28,1356,29.5,478,0.7857142857142857,0.0,13.964285714285714,2022-01-22,2023-04-06,439,False,1.791044776119403,False,Supplier
Garane,Unknown,2,151,75.5,126,1.0,0.0,14.0,2023-06-27,2023-06-28,1,False,1.9354838709677415,False,Supplier
Gardner,Unknown,1,90,90.0,90,1.0,0.0,15.0,2024-06-10,2024-06-10,0,True,1.0,True,Supplier
Gasa,Unknown,3,27,7.0,16,0.0,0.0,15.0,2022-01-22,2022-10-08,259,False,0.3114186851211072,False,Supplier
Gavin,Unknown,2,79,39.5,77,0.0,1.0,21.0,2022-07-29,2022-07-29,0,False,2.0,False,Important Contacts
Gazi,Unknown,156,5813,31.0,210,0.8076923076923077,0.0,12.942307692307692,2022-01-22,2024-10-04,986,False,4.606299212598425,True,Supplier
Geel,Unknown,1,54,54.0,54,0.0,0.0,8.0,2022-01-23,2022-01-23,0,True,1.0,False,Service Provider
Geldart,Unknown,1,54,54.0,54,0.0,0.0,18.0,2024-06-10,2024-06-10,0,True,1.0,True,Supplier
General Computers,Supplier,6,278,41.0,90,0.6666666666666666,0.0,10.666666666666666,2022-09-10,2024-01-10,487,False,0.3481624758220503,False,Supplier
Genis,Unknown,3,163,52.0,107,0.6666666666666666,0.0,11.333333333333334,2022-07-30,2023-01-05,159,False,0.4761904761904762,False,Supplier
George,Unknown,2,516,258.0,384,1.0,0.0,14.0,2023-06-28,2024-03-26,272,False,0.1986754966887417,False,Service Provider
Gerald,Unknown,16,210,3.0,100,1.0,0.0,12.0,2023-06-29,2024-02-26,242,False,1.7647058823529411,False,Supplier
Gerber,Unknown,3,52,21.0,28,1.0,0.0,12.0,2023-06-29,2023-06-29,0,False,3.0,False,Service Provider
Gericke,Unknown,1,1,1.0,1,1.0,0.0,14.0,2024-06-12,2024-06-12,0,True,1.0,True,Supplier
Gertze,Unknown,7,330,35.0,125,0.4285714285714285,0.0,12.714285714285714,2023-06-30,2023-08-12,43,False,2.876712328767123,False,Supplier
Gevers,Unknown,1,31,31.0,31,0.0,0.0,19.0,2023-06-30,2023-06-30,0,True,1.0,False,Supplier
Geyer,Unknown,2,4,2.0,2,0.5,0.0,12.0,2022-07-30,2022-10-05,67,False,0.6185567010309279,False,Service Provider
Geyser,Unknown,2,51,25.5,47,0.0,0.0,11.0,2023-07-01,2023-07-01,0,False,2.0,False,Service Provider
Gibbs,Unknown,12,3767,143.5,1363,0.5833333333333334,0.0,14.166666666666666,2022-07-31,2024-04-26,635,False,0.5413533834586466,False,Service Provider
Gibson,Unknown,24,113,4.0,15,0.9166666666666666,0.0,12.708333333333334,2023-07-01,2024-08-06,402,False,1.6666666666666663,True,Supplier
Gilbert,Unknown,5,236,42.0,107,1.0,0.0,11.6,2024-06-13,2024-06-13,0,False,5.0,True,Supplier
Gill,Unknown,1,8,8.0,8,0.0,0.0,17.0,2022-01-23,2022-01-23,0,True,1.0,False,Supplier
Gina,Unknown,2,61,30.5,38,1.0,0.0,12.0,2022-01-24,2022-01-24,0,False,2.0,False,Service Provider
Glover,Unknown,1,210,210.0,210,1.0,0.0,15.0,2023-07-03,2023-07-03,0,True,1.0,False,Service Provider
Goba,Unknown,19,740,31.0,170,0.631578947368421,0.0,11.578947368421051,2022-01-24,2023-02-23,395,False,1.3411764705882354,False,Supplier
Godfrey,Unknown,1,46,46.0,46,1.0,0.0,16.0,2024-06-13,2024-06-13,0,True,1.0,True,Important Contacts
Godi,Unknown,11,928,81.0,170,0.8181818181818182,0.0,13.0,2022-01-24,2024-06-12,870,False,0.3666666666666666,True,Supplier
Gogo,Unknown,2,25,12.5,21,0.5,0.0,16.0,2022-01-24,2022-06-18,145,False,0.3428571428571428,False,Supplier
Gola,Unknown,1,91,91.0,91,1.0,0.0,15.0,2022-01-24,2022-01-24,0,True,1.0,False,Supplier
Golden,Unknown,1,22,22.0,22,1.0,0.0,9.0,2023-07-05,2023-07-05,0,True,1.0,False,Service Provider
Goliath,Unknown,1,122,122.0,122,0.0,0.0,19.0,2024-06-14,2024-06-14,0,True,1.0,True,Service Provider
Gomba,Unknown,1,2,2.0,2,0.0,0.0,17.0,2022-07-31,2022-07-31,0,True,1.0,False,Supplier
Gomes,Unknown,1,2,2.0,2,0.0,0.0,17.0,2022-07-31,2022-07-31,0,True,1.0,False,Supplier
Goodman,Unknown,2,76,38.0,42,0.0,1.0,21.5,2024-06-14,2024-06-14,0,False,2.0,True,Important Contacts
Goodwin,Unknown,1,96,96.0,96,0.0,0.0,10.0,2024-06-16,2024-06-16,0,True,1.0,True,Service Provider
Goosen,Unknown,1,39,39.0,39,1.0,0.0,9.0,2023-07-05,2023-07-05,0,True,1.0,False,Service Provider
Gopal,Unknown,1,2,2.0,2,0.0,0.0,19.0,2022-08-01,2022-08-01,0,True,1.0,False,Supplier
Gopaul,Unknown,1,37,37.0,37,1.0,0.0,12.0,2023-07-05,2023-07-05,0,True,1.0,False,Service Provider
Gordon,Unknown,2,20,10.0,14,1.0,0.0,14.0,2023-07-05,2023-07-19,14,False,1.3636363636363635,False,Supplier
Gosling,Unknown,5,261,12.0,213,0.6,0.0,15.0,2024-06-18,2024-06-20,2,False,4.6875,True,Supplier
Gounden,Unknown,1,33,33.0,33,0.0,0.0,18.0,2024-06-18,2024-06-18,0,True,1.0,True,Important Contacts
Gounder,Unknown,1,7,7.0,7,1.0,0.0,9.0,2024-06-19,2024-06-19,0,True,1.0,True,Service Provider
Gouveia,Unknown,2,299,149.5,275,1.0,0.0,12.0,2024-06-19,2024-06-19,0,False,2.0,True,Service Provider
Gouws,Unknown,3,34,3.0,29,0.6666666666666666,0.0,12.666666666666666,2022-08-02,2023-05-19,290,False,0.28125,False,Supplier
Gower,Unknown,2,100,50.0,77,1.0,0.0,12.0,2022-08-02,2022-08-02,0,False,2.0,False,Service Provider
Graaff,Unknown,1,34,34.0,34,1.0,0.0,9.0,2023-07-06,2023-07-06,0,True,1.0,False,Service Provider
Graham,Unknown,2,88,44.0,74,1.0,0.0,13.0,2023-07-06,2023-07-06,0,False,2.0,False,Service Provider
Grange,Unknown,1,99,99.0,99,1.0,0.0,14.0,2023-07-06,2023-07-06,0,True,1.0,False,Supplier
Grant,Unknown,1,19,19.0,19,1.0,0.0,13.0,2022-08-02,2022-08-02,0,True,1.0,False,Supplier
Gray,Unknown,1,34,34.0,34,1.0,0.0,10.0,2022-01-25,2022-01-25,0,True,1.0,False,Service Provider
Greef,Unknown,1,107,107.0,107,1.0,0.0,14.0,2022-08-02,2022-08-02,0,True,1.0,False,Supplier
Greeff,Unknown,1,90,90.0,90,0.0,0.0,17.0,2023-07-06,2023-07-06,0,True,1.0,False,Service Provider
Green,Unknown,3,204,74.0,109,1.0,0.0,11.333333333333334,2022-08-02,2022-08-16,14,False,2.0454545454545454,False,Service Provider
Green Tree,Supplier,48,4972,85.5,460,1.0,0.0,13.041666666666666,2022-12-01,2024-02-28,454,False,2.975206611570248,False,Supplier
Gregory,Unknown,4,2235,520.5,1162,0.75,0.0,15.0,2024-06-19,2024-06-20,1,False,3.870967741935483,True,Service Provider
Grey,Unknown,2,123,61.5,105,1.0,0.0,13.0,2022-01-25,2022-03-29,63,False,0.6451612903225806,False,Supplier
Griesel,Unknown,1,4,4.0,4,1.0,0.0,16.0,2024-06-20,2024-06-20,0,True,1.0,True,Supplier
Griffin,Unknown,1,6,6.0,6,1.0,0.0,16.0,2024-06-20,2024-06-20,0,True,1.0,True,Supplier
Grobler,Unknown,1,4,4.0,4,1.0,0.0,13.0,2024-06-21,2024-06-21,0,True,1.0,True,Supplier
Grove,Unknown,13,1107,66.0,186,1.0,0.0,12.153846153846152,2022-08-02,2024-04-24,631,False,0.5900151285930408,False,Supplier
Gule,Unknown,2,8,4.0,5,0.0,0.0,18.0,2022-01-25,2022-01-25,0,False,2.0,False,Service Provider
Guma,Unknown,28,687,9.0,152,0.3928571428571428,0.0,15.357142857142858,2022-01-25,2024-10-03,982,False,0.8300395256916996,True,Supplier
Gumbi,Unknown,1,4801,4801.0,4801,0.0,0.0,7.0,2022-08-03,2022-08-03,0,True,1.0,False,Service Provider
Gumede,Unknown,1,5,5.0,5,1.0,0.0,8.0,2023-07-07,2023-07-07,0,True,1.0,False,Service Provider
Gunter,Unknown,5,426,89.0,181,0.6,0.0,14.4,2023-07-07,2023-07-21,14,False,3.4090909090909087,False,Supplier
Guthrie,Unknown,1,760,760.0,760,0.0,0.0,19.0,2024-06-21,2024-06-21,0,True,1.0,True,Service Provider
Gwala,Unknown,5,75,5.0,44,0.8,0.0,11.4,2022-08-04,2023-05-09,278,False,0.4870129870129869,False,Service Provider
Gwebu,Unknown,2,68,34.0,56,1.0,0.0,12.0,2022-08-04,2022-08-05,1,False,1.9354838709677415,False,Service Provider
Gxekwa,Unknown,5,466,41.0,279,0.4,0.0,14.0,2023-07-07,2023-11-02,118,False,1.0135135135135134,False,Supplier
HK Computers,Supplier,421,23209,40.0,1136,0.7695961995249406,0.002375296912114,12.63895486935867,2022-01-15,2024-10-02,991,False,12.37022526934378,True,Supplier
Haas,Unknown,1,40,40.0,40,1.0,0.0,9.0,2022-01-26,2022-01-26,0,True,1.0,False,Service Provider
Hadebe,Unknown,1,207,207.0,207,1.0,0.0,16.0,2023-07-07,2023-07-07,0,True,1.0,False,Service Provider
Hall,Unknown,13,2969,64.0,1687,0.9230769230769232,0.0,10.538461538461538,2022-01-26,2023-12-11,684,False,0.5462184873949579,False,Supplier
Hamman,Unknown,16,1115,56.5,289,0.75,0.0,12.0,2023-07-07,2024-08-05,395,False,1.1294117647058823,True,Supplier
Hammond,Unknown,1,96,96.0,96,0.0,0.0,9.0,2024-06-22,2024-06-22,0,True,1.0,True,Service Provider
Hanekom,Unknown,4,216,52.5,74,0.25,0.0,13.5,2024-06-22,2024-06-25,3,False,3.636363636363636,True,Service Provider
Hani,Unknown,2,168,84.0,109,1.0,0.0,13.5,2022-01-26,2022-12-13,321,False,0.1709401709401709,False,Supplier
Hans,Unknown,1,1606,1606.0,1606,1.0,0.0,16.0,2022-01-26,2022-01-26,0,True,1.0,False,Service Provider
Hansen,Unknown,2,70,35.0,59,0.0,0.0,13.5,2023-07-07,2023-07-08,1,False,1.9354838709677415,False,Service Provider
Harding,Unknown,1,81,81.0,81,0.0,0.0,16.0,2024-06-22,2024-06-22,0,True,1.0,True,Service Provider
Hardy,Unknown,2,244,122.0,150,0.5,0.0,14.5,2022-08-04,2022-10-04,61,False,0.6593406593406593,False,Service Provider
Harley,Unknown,2,201,100.5,141,0.0,0.0,18.0,2023-07-07,2023-07-07,0,False,2.0,False,Service Provider
Harmse,Unknown,1,8,8.0,8,0.0,0.0,14.0,2023-07-08,2023-07-08,0,True,1.0,False,Supplier
Harper,Unknown,3,121,36.0,75,0.6666666666666666,0.0,13.666666666666666,2023-07-08,2024-08-06,395,False,0.2117647058823529,True,Supplier
Harris,Unknown,2,7,3.5,4,0.5,0.0,11.5,2023-07-09,2023-07-20,11,False,1.4634146341463414,False,Service Provider
Harry,Unknown,1,41,41.0,41,1.0,0.0,14.0,2022-08-04,2022-08-04,0,True,1.0,False,Important Contacts
Hart,Unknown,5,90,6.0,41,0.6,0.0,11.8,2022-01-27,2022-01-31,4,False,4.411764705882353,False,Service Provider
Hartley,Unknown,3,314,97.0,214,1.0,0.0,11.0,2024-06-25,2024-06-25,0,False,3.0,True,Supplier
Hartman,Unknown,2,176,88.0,91,1.0,0.0,12.5,2024-01-19,2024-06-27,160,False,0.3157894736842105,True,Supplier
Harvey,Unknown,1,65,65.0,65,1.0,0.0,14.0,2023-07-10,2023-07-10,0,True,1.0,False,Supplier
Hassan,Unknown,1,149,149.0,149,1.0,0.0,14.0,2023-07-10,2023-07-10,0,True,1.0,False,Service Provider
Hassen,Unknown,2,201,100.5,164,1.0,0.0,15.0,2023-07-11,2023-07-11,0,False,2.0,False,Supplier
Haupt,Unknown,1,27,27.0,27,1.0,0.0,14.0,2022-08-04,2022-08-04,0,True,1.0,False,Supplier
Hawkes,Unknown,2,44,22.0,23,1.0,0.0,14.5,2023-07-11,2023-07-11,0,False,2.0,False,Supplier
Hawkins,Unknown,1,3,3.0,3,1.0,0.0,13.0,2024-06-27,2024-06-27,0,True,1.0,True,Supplier
Hayes,Unknown,2,190,95.0,97,1.0,0.0,15.0,2022-08-04,2022-08-04,0,False,2.0,False,Supplier
Haynes,Unknown,8,694,81.5,203,1.0,0.0,12.625,2023-07-11,2024-04-26,290,False,0.75,False,Supplier
Hayward,Unknown,1,68,68.0,68,1.0,0.0,13.0,2024-06-27,2024-06-27,0,True,1.0,True,Supplier
Haywood,Unknown,1,7,7.0,7,1.0,0.0,10.0,2024-06-28,2024-06-28,0,True,1.0,True,Service Provider
Heath,Unknown,1,4,4.0,4,1.0,0.0,8.0,2022-08-05,2022-08-05,0,True,1.0,False,Service Provider
Hechter,Unknown,2,24,12.0,20,1.0,0.0,11.0,2024-07-01,2024-07-09,8,False,1.5789473684210529,True,Service Provider
Hector,Unknown,1,62,62.0,62,1.0,0.0,16.0,2023-07-11,2023-07-11,0,True,1.0,False,Supplier
Helberg,Unknown,1,1,1.0,1,1.0,0.0,15.0,2024-07-01,2024-07-01,0,True,1.0,True,Supplier
Henn,Unknown,1,60,60.0,60,1.0,0.0,15.0,2022-01-27,2022-01-27,0,True,1.0,False,Supplier
Henning,Unknown,1,12,12.0,12,1.0,0.0,15.0,2024-07-01,2024-07-01,0,True,1.0,True,Supplier
Henry,Unknown,1,26,26.0,26,0.0,0.0,18.0,2022-08-06,2022-08-06,0,True,1.0,False,Supplier
Herbert,Unknown,2,163,81.5,127,0.5,0.0,14.5,2024-07-02,2024-07-12,10,False,1.5,True,Service Provider
Herbst,Unknown,2,48,24.0,45,1.0,0.0,10.0,2023-07-12,2023-07-12,0,False,2.0,False,Service Provider
Herman,Unknown,7,173,16.0,58,1.0,0.0,10.0,2023-07-13,2023-10-30,109,False,1.510791366906475,False,Service Provider
Hermans,Unknown,2,34,17.0,19,1.0,0.0,15.5,2024-07-02,2024-07-08,6,False,1.6666666666666667,True,Supplier
Heslop,Unknown,20,1409,50.0,195,0.9,0.0,12.7,2023-07-13,2024-09-30,445,False,1.263157894736842,True,Supplier
Hess,Unknown,11,340,5.0,218,0.0909090909090909,0.0909090909090909,15.818181818181818,2022-01-27,2022-03-07,39,False,4.782608695652175,False,Important Contacts
Heunis,Unknown,14,443,29.0,81,1.0,0.0,12.214285714285714,2023-07-14,2023-11-16,125,False,2.7096774193548385,False,Supplier
Hewitt,Unknown,2,62,31.0,60,0.5,0.0,14.5,2023-07-14,2024-07-09,361,False,0.1534526854219949,True,Supplier
Heymans,Unknown,4,93,21.5,46,1.0,0.0,12.0,2024-07-02,2024-07-04,2,False,3.75,True,Service Provider
Heyns,Unknown,1,30,30.0,30,1.0,0.0,15.0,2022-08-08,2022-08-08,0,True,1.0,False,Supplier
Hill,Unknown,1,4,4.0,4,0.0,0.0,17.0,2022-01-27,2022-01-27,0,True,1.0,False,Supplier
Hills,Unknown,2,73,36.5,51,1.0,0.0,13.5,2022-08-09,2022-08-09,0,False,2.0,False,Supplier
Hilton,Unknown,1,9,9.0,9,1.0,0.0,15.0,2023-07-14,2023-07-14,0,True,1.0,False,Supplier
Hlabisa,Unknown,1,22,22.0,22,1.0,0.0,10.0,2024-07-03,2024-07-03,0,True,1.0,True,Service Provider
Hlahane,Unknown,3,762,118.0,641,1.0,0.0,14.666666666666666,2024-07-04,2024-07-08,4,False,2.6470588235294117,True,Service Provider
Hlalele,Unknown,2,5,2.5,3,0.5,0.0,16.0,2024-07-05,2024-07-06,1,False,1.9354838709677415,True,Service Provider
Hlela,Unknown,8,163,2.0,124,0.625,0.0,12.875,2022-08-09,2024-07-14,705,False,0.3265306122448979,True,Supplier
Hlengwa,Unknown,2,75,37.5,65,0.0,0.0,11.5,2024-07-06,2024-07-06,0,False,2.0,True,Service Provider
Hleza,Unknown,3,75,12.0,53,1.0,0.0,14.333333333333334,2022-08-09,2022-08-09,0,False,3.0,False,Supplier
Hlongwa,Unknown,1,32,32.0,32,0.0,0.0,16.0,2024-07-06,2024-07-06,0,True,1.0,True,Supplier
Hlophe,Unknown,1,58,58.0,58,0.0,0.0,19.0,2023-07-14,2023-07-14,0,True,1.0,False,Supplier
Hodgson,Unknown,2,12,6.0,6,0.0,0.0,12.0,2024-07-07,2024-07-07,0,False,2.0,True,Service Provider
